longitude,latitude,housing_median_age,rooms,population,households,median_income,ocean_proximity,median_house_value
-117.3,33.85,15,"{total_rooms: 3991, total_bedrooms: 751 }",2317,657,2.9542,INLAND,127900
-117.28,33.85,16,"{total_rooms: 3498, total_bedrooms: 702 }",2372,672,2.3229,INLAND,118000
-117.43,33.81,13,"{total_rooms: 4770, total_bedrooms: 718 }",1985,662,4.2273,INLAND,295200
-117.4,33.76,8,"{total_rooms: 1954, total_bedrooms: 330 }",973,321,4.4875,INLAND,249100
-117.4,33.85,9,"{total_rooms: 7538, total_bedrooms: 1125 }",3450,1077,5.4625,INLAND,223600
-117.26,33.84,12,"{total_rooms: 1159, total_bedrooms: 209 }",523,159,2.7232,INLAND,123200
-117.32,33.87,15,"{total_rooms: 826, total_bedrooms: 138 }",440,134,4.8125,INLAND,173900
-117.28,33.89,33,"{total_rooms: 6982, total_bedrooms: 1371 }",5650,1195,2.5379,INLAND,152700
-117.34,33.96,15,"{total_rooms: 6437, total_bedrooms: 1298 }",2805,1205,4.1883,INLAND,184500
-117.32,33.96,19,"{total_rooms: 3216, total_bedrooms: 666 }",1363,629,3.7585,INLAND,144500
-117.34,33.94,20,"{total_rooms: 4589, total_bedrooms: 594 }",1660,595,7.4141,INLAND,236500
-117.34,33.94,13,"{total_rooms: 7910, total_bedrooms:  }",3382,1176,5.5563,INLAND,214500
-117.31,33.94,7,"{total_rooms: 11232, total_bedrooms: 1791 }",4218,1644,5.2713,INLAND,216500
-117.33,33.98,52,"{total_rooms: 1417, total_bedrooms: 353 }",881,300,1.9531,INLAND,162500
-117.33,33.97,8,"{total_rooms: 152, total_bedrooms: 19 }",1275,20,1.625,INLAND,162500
-117.34,34,27,"{total_rooms: 321, total_bedrooms: 64 }",214,67,3.175,INLAND,101600
-117.34,33.98,10,"{total_rooms: 17286, total_bedrooms: 4952 }",9851,4616,1.7579,INLAND,103400
-117.32,33.99,27,"{total_rooms: 5464, total_bedrooms: 850 }",2400,836,4.711,INLAND,133500
-117.31,33.97,28,"{total_rooms: 3420, total_bedrooms: 691 }",1502,656,3.4896,INLAND,140300
-117.29,33.97,4,"{total_rooms: 18767, total_bedrooms: 3032 }",8805,2723,4.6667,INLAND,160600
-117.35,34.01,23,"{total_rooms: 3707, total_bedrooms: 769 }",1938,658,2.725,INLAND,95300
-117.34,34.02,28,"{total_rooms: 2683, total_bedrooms: 708 }",2047,636,2.275,INLAND,85400
-117.32,34.01,23,"{total_rooms: 3021, total_bedrooms: 527 }",1580,533,4.4063,INLAND,129900
-117.24,33.95,11,"{total_rooms: 6617, total_bedrooms: 1118 }",3710,1087,4.7877,INLAND,132600
-117.23,33.94,7,"{total_rooms: 13195, total_bedrooms: 2696 }",6763,2437,3.5851,INLAND,142000
-117.25,33.95,5,"{total_rooms: 13096, total_bedrooms: 2208 }",6780,2180,4.2775,INLAND,138700
-117.23,33.96,5,"{total_rooms: 9179, total_bedrooms: 1361 }",4573,1294,5.253,INLAND,163300
-117.21,33.95,5,"{total_rooms: 8403, total_bedrooms: 1240 }",3962,1150,5.2174,INLAND,155500
-117.14,33.94,5,"{total_rooms: 4873, total_bedrooms: 639 }",1947,568,6.3223,INLAND,223200
-117.21,33.97,3,"{total_rooms: 18356, total_bedrooms: 2537 }",8437,2342,5.6409,INLAND,197700
-117.28,33.94,10,"{total_rooms: 972, total_bedrooms: 212 }",773,219,1.3125,INLAND,135700
-117.28,33.92,35,"{total_rooms: 3623, total_bedrooms: 841 }",2721,766,2.1574,INLAND,86900
-117.27,33.92,13,"{total_rooms: 8443, total_bedrooms: 1744 }",4885,1470,3.0907,INLAND,127200
-117.27,33.93,2,"{total_rooms: 337, total_bedrooms: 55 }",115,49,3.1042,INLAND,164800
-117.24,33.94,15,"{total_rooms: 1569, total_bedrooms: 423 }",1123,369,1.6111,INLAND,113900
-117.24,33.93,12,"{total_rooms: 7105, total_bedrooms: 1447 }",4520,1333,3.2705,INLAND,113200
-117.25,33.93,8,"{total_rooms: 10110, total_bedrooms: 1761 }",5804,1703,4.2654,INLAND,137600
-117.25,33.92,7,"{total_rooms: 9812, total_bedrooms: 1914 }",5595,1729,4.1482,INLAND,124600
-117.23,33.91,9,"{total_rooms: 11654, total_bedrooms: 2100 }",7596,2127,4.0473,INLAND,127200
-117.23,33.89,5,"{total_rooms: 11775, total_bedrooms: 2031 }",6686,1911,4.1953,INLAND,136600
-117.23,33.94,8,"{total_rooms: 2405, total_bedrooms: 537 }",1594,517,3.0789,INLAND,114200
-117.22,33.93,14,"{total_rooms: 5104, total_bedrooms: 1026 }",3513,972,3.2148,INLAND,117000
-117.22,33.92,5,"{total_rooms: 16884, total_bedrooms: 2865 }",9509,2688,4.0938,INLAND,130900
-117.21,33.93,4,"{total_rooms: 10002, total_bedrooms: 1468 }",5439,1397,5.0223,INLAND,152600
-117.16,33.92,12,"{total_rooms: 3236, total_bedrooms: 502 }",1610,502,4.7568,INLAND,143500
-117.22,33.9,8,"{total_rooms: 8302, total_bedrooms: 1461 }",5155,1370,4.0467,INLAND,121500
-117.13,33.89,4,"{total_rooms: 1611, total_bedrooms: 239 }",275,84,3.5781,INLAND,244400
-117.19,33.9,3,"{total_rooms: 21060, total_bedrooms: 3366 }",9623,2812,4.189,INLAND,143000
-117.22,33.87,16,"{total_rooms: 56, total_bedrooms: 7 }",39,14,2.625,INLAND,500001
-117.24,33.85,8,"{total_rooms: 1031, total_bedrooms: 201 }",606,179,2.8194,INLAND,136300
-117.17,33.83,7,"{total_rooms: 77, total_bedrooms: 12 }",64,15,4.6,INLAND,187500
-117.2,33.83,14,"{total_rooms: 1265, total_bedrooms: 230 }",621,173,3.6618,INLAND,161300
-117.23,33.83,2,"{total_rooms: 1424, total_bedrooms: 251 }",681,192,4.0833,INLAND,100000
-117.21,33.82,2,"{total_rooms: 4198, total_bedrooms: 805 }",1943,673,3.9052,INLAND,122100
-117.22,33.81,4,"{total_rooms: 9911, total_bedrooms: 1946 }",5145,1661,3.4237,INLAND,113700
-117.21,33.71,16,"{total_rooms: 8476, total_bedrooms: 1758 }",2711,1427,2.1848,<1H OCEAN,97900
-117.2,33.72,8,"{total_rooms: 5528, total_bedrooms: 1073 }",1674,918,2.5335,<1H OCEAN,110100
-117.2,33.72,16,"{total_rooms: 5373, total_bedrooms: 1079 }",1573,933,1.9912,<1H OCEAN,98600
-117.2,33.71,24,"{total_rooms: 4210, total_bedrooms: 920 }",1283,829,2.0881,<1H OCEAN,83300
-117.2,33.7,23,"{total_rooms: 6323, total_bedrooms: 1196 }",1984,1124,2.3276,<1H OCEAN,92400
-117.19,33.7,24,"{total_rooms: 5783, total_bedrooms: 1256 }",1990,1151,1.9014,<1H OCEAN,83500
-117.19,33.69,3,"{total_rooms: 6484, total_bedrooms: 1037 }",3295,1074,4.5881,<1H OCEAN,136400
-117.27,33.68,8,"{total_rooms: 26322, total_bedrooms: 4072 }",9360,3361,5.3238,<1H OCEAN,228900
-117.25,33.7,10,"{total_rooms: 5156, total_bedrooms: 941 }",2294,747,3.58,<1H OCEAN,113400
-117.23,33.68,10,"{total_rooms: 3659, total_bedrooms: 650 }",1476,515,3.8869,<1H OCEAN,125900
-117.22,33.66,12,"{total_rooms: 1869, total_bedrooms: 356 }",1007,323,3.125,<1H OCEAN,117200
-117.17,33.66,2,"{total_rooms: 7401, total_bedrooms: 1187 }",2826,839,4.1386,<1H OCEAN,177300
-117.07,33.67,11,"{total_rooms: 939, total_bedrooms: 187 }",557,190,2.375,INLAND,145800
-117.11,33.83,14,"{total_rooms: 2715, total_bedrooms: 500 }",1540,464,3.8036,INLAND,139600
-117.11,33.78,13,"{total_rooms: 1914, total_bedrooms: 339 }",930,304,4.1875,INLAND,161200
-117.08,33.82,6,"{total_rooms: 1771, total_bedrooms: 293 }",935,279,4.065,INLAND,148200
-117.18,33.78,7,"{total_rooms: 1697, total_bedrooms: 424 }",808,354,1.3417,INLAND,169300
-117.11,33.75,17,"{total_rooms: 4174, total_bedrooms: 851 }",1845,780,2.2618,INLAND,96100
-117.16,33.76,11,"{total_rooms: 4934, total_bedrooms: 929 }",2508,840,2.625,INLAND,155400
-117.22,33.74,7,"{total_rooms: 1810, total_bedrooms: 386 }",931,355,2.5221,<1H OCEAN,109200
-117.06,33.78,17,"{total_rooms: 2813, total_bedrooms: 565 }",1345,488,2.5847,INLAND,145300
-117.14,33.81,13,"{total_rooms: 4496, total_bedrooms: 756 }",2044,695,3.2778,INLAND,148800
-117.22,33.8,3,"{total_rooms: 5284, total_bedrooms: 920 }",2703,729,4.0717,INLAND,126500
-117.09,33.71,13,"{total_rooms: 1974, total_bedrooms: 426 }",1276,408,1.972,INLAND,90500
-117.07,33.72,16,"{total_rooms: 4928, total_bedrooms: 960 }",2132,853,2.7983,INLAND,112500
-117.11,33.74,18,"{total_rooms: 4799, total_bedrooms: 1035 }",1966,944,2.1182,INLAND,71300
-117.15,33.7,2,"{total_rooms: 6305, total_bedrooms: 1265 }",2489,1152,3.1319,INLAND,111500
-117.16,33.73,10,"{total_rooms: 2381, total_bedrooms: 454 }",1323,477,2.6322,INLAND,140700
-117.23,33.79,17,"{total_rooms: 3318, total_bedrooms: 759 }",2016,673,2.2969,INLAND,89300
-117.23,33.78,23,"{total_rooms: 3465, total_bedrooms: 703 }",2672,607,1.9767,INLAND,81500
-117.23,33.77,5,"{total_rooms: 2108, total_bedrooms: 496 }",1666,461,2,INLAND,83000
-117.29,33.83,15,"{total_rooms: 4173, total_bedrooms: 804 }",2393,713,2.4662,INLAND,118300
-117.32,33.8,11,"{total_rooms: 3196, total_bedrooms: 576 }",1757,552,4.0982,INLAND,173300
-117.26,33.81,22,"{total_rooms: 4249, total_bedrooms: 922 }",2405,846,2.1549,INLAND,146500
-117.24,33.77,9,"{total_rooms: 6907, total_bedrooms: 1379 }",3665,1290,2.8401,INLAND,104200
-117.31,33.75,19,"{total_rooms: 3173, total_bedrooms: 678 }",2204,606,2.1484,<1H OCEAN,129200
-117.27,33.77,16,"{total_rooms: 2876, total_bedrooms: 576 }",1859,545,2.0878,<1H OCEAN,101300
-117.29,33.72,19,"{total_rooms: 2248, total_bedrooms: 427 }",1207,368,2.817,<1H OCEAN,110000
-117.28,33.72,11,"{total_rooms: 1161, total_bedrooms: 235 }",640,210,2.1667,<1H OCEAN,114600
-117.39,33.69,5,"{total_rooms: 6529, total_bedrooms: 997 }",3464,1006,5.3275,<1H OCEAN,168700
-117.37,33.7,8,"{total_rooms: 4345, total_bedrooms: 865 }",2425,785,3.2481,<1H OCEAN,123800
-117.34,33.71,10,"{total_rooms: 2591, total_bedrooms: 486 }",1255,425,3.1513,<1H OCEAN,154300
-117.31,33.67,9,"{total_rooms: 981, total_bedrooms: 169 }",596,156,3.1832,<1H OCEAN,157400
-117.35,33.69,11,"{total_rooms: 1229, total_bedrooms: 236 }",581,190,3.102,<1H OCEAN,111300
-117.33,33.67,27,"{total_rooms: 4376, total_bedrooms: 1003 }",2667,870,1.9194,<1H OCEAN,100600
-117.35,33.68,10,"{total_rooms: 516, total_bedrooms: 107 }",282,96,4.2788,<1H OCEAN,125000
-117.38,33.67,9,"{total_rooms: 13288, total_bedrooms: 2728 }",7235,2350,3.375,<1H OCEAN,131800
-117.38,33.67,17,"{total_rooms: 10145, total_bedrooms: 2306 }",4776,1749,2.2423,<1H OCEAN,132600
-117.35,33.64,23,"{total_rooms: 6859, total_bedrooms: 1535 }",3405,1351,2.5395,<1H OCEAN,109200
-117.29,33.63,7,"{total_rooms: 16010, total_bedrooms: 2726 }",7139,2426,3.8056,<1H OCEAN,162200
-117.28,33.66,15,"{total_rooms: 4573, total_bedrooms: 928 }",2513,832,2.6949,<1H OCEAN,163600
-117.43,33.55,8,"{total_rooms: 446, total_bedrooms: 62 }",188,68,9.4356,<1H OCEAN,465600
-117.36,33.6,10,"{total_rooms: 4097, total_bedrooms: 813 }",2082,731,3.2258,<1H OCEAN,159300
-117.25,33.65,10,"{total_rooms: 1652, total_bedrooms: 316 }",725,233,3.5125,<1H OCEAN,155600
-117.19,33.64,12,"{total_rooms: 1481, total_bedrooms: 265 }",757,243,3.235,<1H OCEAN,210700
-117.21,33.61,7,"{total_rooms: 7722, total_bedrooms: 1324 }",2975,1161,3.6273,<1H OCEAN,150900
-117.2,33.58,2,"{total_rooms: 30450, total_bedrooms: 5033 }",9419,3197,4.5936,<1H OCEAN,174300
-117.16,33.61,3,"{total_rooms: 2744, total_bedrooms: 428 }",1223,366,4.7944,<1H OCEAN,215300
-117.12,33.61,2,"{total_rooms: 2569, total_bedrooms: 431 }",1232,388,4.3651,<1H OCEAN,145600
-117.16,33.57,2,"{total_rooms: 20391, total_bedrooms: 3245 }",7132,2716,3.9443,<1H OCEAN,187300
-117.16,33.54,4,"{total_rooms: 4952, total_bedrooms: 1000 }",2912,943,3.7538,<1H OCEAN,147500
-117.05,33.52,5,"{total_rooms: 3471, total_bedrooms: 530 }",1541,502,4.8083,<1H OCEAN,347700
-116.96,33.52,9,"{total_rooms: 2802, total_bedrooms: 471 }",1155,421,4.125,INLAND,392100
-117.1,33.56,6,"{total_rooms: 1868, total_bedrooms: 289 }",750,247,4.3833,<1H OCEAN,307600
-117.02,33.6,7,"{total_rooms: 1972, total_bedrooms: 352 }",964,317,3.244,INLAND,337200
-116.96,33.62,8,"{total_rooms: 1003, total_bedrooms: 167 }",388,140,4.2917,INLAND,221900
-117.22,33.48,5,"{total_rooms: 1585, total_bedrooms: 247 }",510,181,6.9136,<1H OCEAN,493300
-117.19,33.53,6,"{total_rooms: 108, total_bedrooms: 18 }",43,17,3.475,<1H OCEAN,187500
-117.18,33.51,13,"{total_rooms: 270, total_bedrooms: 42 }",120,42,6.993,<1H OCEAN,500001
-117.12,33.49,4,"{total_rooms: 21988, total_bedrooms: 4055 }",8824,3252,3.9963,<1H OCEAN,191100
-117.12,33.52,4,"{total_rooms: 30401, total_bedrooms: 4957 }",13251,4339,4.5841,<1H OCEAN,212300
-117.15,33.45,4,"{total_rooms: 9089, total_bedrooms: 1413 }",3886,1243,4.6904,<1H OCEAN,174200
-116.99,33.46,13,"{total_rooms: 1614, total_bedrooms: 410 }",846,270,2.83,<1H OCEAN,43000
-117.23,33.57,6,"{total_rooms: 13724, total_bedrooms: 2269 }",5860,1986,3.9617,<1H OCEAN,183000
-117.27,33.55,4,"{total_rooms: 6112, total_bedrooms: 890 }",2088,712,5.5351,<1H OCEAN,429000
-117.32,33.51,4,"{total_rooms: 966, total_bedrooms: 133 }",311,92,5.2066,<1H OCEAN,500001
-117.02,33.71,6,"{total_rooms: 8278, total_bedrooms: 1579 }",3062,1446,3.0043,INLAND,134700
-116.91,33.71,19,"{total_rooms: 6807, total_bedrooms: 1164 }",2703,1055,3.1591,INLAND,189700
-116.89,33.73,15,"{total_rooms: 2094, total_bedrooms: 316 }",937,277,5.3623,INLAND,201300
-116.95,33.68,11,"{total_rooms: 1183, total_bedrooms: 178 }",543,147,4.4792,INLAND,173900
-116.9,33.65,15,"{total_rooms: 652, total_bedrooms: 149 }",248,97,2.1071,INLAND,93800
-116.92,33.63,18,"{total_rooms: 397, total_bedrooms: 89 }",239,80,2.8125,INLAND,143800
-116.99,33.73,13,"{total_rooms: 16148, total_bedrooms: 3474 }",6159,3232,1.9961,INLAND,97800
-116.9,33.74,14,"{total_rooms: 2281, total_bedrooms: 426 }",894,430,2.3712,INLAND,127900
-116.95,33.75,19,"{total_rooms: 2238, total_bedrooms: 573 }",1190,507,2.0714,INLAND,85800
-116.95,33.75,23,"{total_rooms: 4676, total_bedrooms: 1096 }",2770,1057,1.7847,INLAND,109500
-116.93,33.75,14,"{total_rooms: 6027, total_bedrooms: 1148 }",3136,1036,2.964,INLAND,121500
-116.93,33.74,15,"{total_rooms: 3757, total_bedrooms: 666 }",1693,654,3.6806,INLAND,112800
-116.95,33.74,20,"{total_rooms: 2233, total_bedrooms: 431 }",1024,399,2.4554,INLAND,89400
-116.96,33.73,20,"{total_rooms: 4735, total_bedrooms: 973 }",2306,904,3.069,INLAND,87000
-116.95,33.73,21,"{total_rooms: 4587, total_bedrooms: 810 }",2233,765,3.2371,INLAND,94500
-116.95,33.74,18,"{total_rooms: 1996, total_bedrooms: 405 }",1270,400,2.7083,INLAND,91200
-116.94,33.74,19,"{total_rooms: 2901, total_bedrooms: 445 }",1414,475,4.6406,INLAND,118900
-116.94,33.73,17,"{total_rooms: 5160, total_bedrooms: 851 }",2344,781,3.7175,INLAND,120000
-116.93,33.73,13,"{total_rooms: 3603, total_bedrooms: 573 }",1644,515,4.0433,INLAND,132300
-116.96,33.75,35,"{total_rooms: 3269, total_bedrooms: 757 }",2328,705,2.5898,INLAND,76300
-116.97,33.74,31,"{total_rooms: 2712, total_bedrooms: 628 }",1519,629,1.942,INLAND,86200
-116.97,33.75,22,"{total_rooms: 3740, total_bedrooms: 965 }",2011,824,1.3039,INLAND,77500
-116.99,33.75,18,"{total_rooms: 9601, total_bedrooms: 2401 }",4002,2106,1.4366,INLAND,77000
-116.98,33.74,25,"{total_rooms: 4952, total_bedrooms: 1062 }",1589,1024,1.8446,INLAND,85700
-116.97,33.74,20,"{total_rooms: 3674, total_bedrooms: 792 }",1498,758,2.2161,INLAND,76900
-116.96,33.74,19,"{total_rooms: 3649, total_bedrooms: 755 }",1717,696,2.2115,INLAND,87600
-116.94,33.77,14,"{total_rooms: 7240, total_bedrooms: 1410 }",2708,1240,2.4145,INLAND,137600
-117.01,33.75,15,"{total_rooms: 2873, total_bedrooms: 903 }",1094,659,1.8015,INLAND,105100
-116.95,33.76,10,"{total_rooms: 6890, total_bedrooms: 1702 }",3141,1451,1.7079,INLAND,95900
-116.98,33.77,12,"{total_rooms: 5829, total_bedrooms: 1309 }",2711,1118,1.9707,INLAND,107900
-116.99,33.76,12,"{total_rooms: 7626, total_bedrooms: 1704 }",2823,1554,2.1722,INLAND,69400
-117,33.74,8,"{total_rooms: 5330, total_bedrooms: 1529 }",2143,1107,2.1103,INLAND,94400
-117.02,33.73,14,"{total_rooms: 3700, total_bedrooms: 750 }",1171,695,1.9476,INLAND,112500
-116.99,33.77,7,"{total_rooms: 10352, total_bedrooms: 2007 }",3559,1689,2.2925,INLAND,113100
-117.02,33.76,20,"{total_rooms: 1317, total_bedrooms: 203 }",453,158,2.8393,INLAND,120700
-116.98,33.83,15,"{total_rooms: 2228, total_bedrooms: 472 }",653,350,2.683,INLAND,139300
-117.02,33.81,10,"{total_rooms: 6317, total_bedrooms: 1335 }",2625,1094,2.3,INLAND,108900
-116.95,33.79,8,"{total_rooms: 10997, total_bedrooms: 2205 }",5060,1949,2.1979,INLAND,95300
-116.95,33.79,20,"{total_rooms: 2399, total_bedrooms: 546 }",1726,542,1.8845,INLAND,77700
-116.96,33.79,21,"{total_rooms: 2990, total_bedrooms: 691 }",2108,660,2.0135,INLAND,83000
-116.97,33.78,24,"{total_rooms: 2680, total_bedrooms: 606 }",1728,527,2.535,INLAND,74800
-116.95,33.78,24,"{total_rooms: 3409, total_bedrooms: 804 }",1939,739,1.7303,INLAND,74000
-116.89,33.79,12,"{total_rooms: 701, total_bedrooms: 130 }",434,110,2.0577,INLAND,56700
-116.87,33.76,5,"{total_rooms: 4116, total_bedrooms: 761 }",1714,717,2.5612,INLAND,130800
-116.88,33.74,20,"{total_rooms: 3111, total_bedrooms: 623 }",1000,508,1.5982,INLAND,140000
-116.89,33.75,23,"{total_rooms: 2719, total_bedrooms: 538 }",930,485,2.0154,INLAND,81700
-116.91,33.75,13,"{total_rooms: 10886, total_bedrooms: 2127 }",4266,1955,2.3169,INLAND,123400
-116.86,33.73,13,"{total_rooms: 2604, total_bedrooms: 443 }",978,417,2.933,INLAND,170700
-117.04,34,25,"{total_rooms: 3750, total_bedrooms: 781 }",1594,785,2.4167,INLAND,104900
-117.06,34,33,"{total_rooms: 1575, total_bedrooms: 326 }",879,282,2.5357,INLAND,94400
-117.04,34,21,"{total_rooms: 4624, total_bedrooms: 852 }",2174,812,3.5255,INLAND,132100
-116.99,33.99,22,"{total_rooms: 4227, total_bedrooms: 658 }",1849,619,4.7356,INLAND,195900
-117.01,33.97,18,"{total_rooms: 4775, total_bedrooms: 886 }",1868,836,2.3355,INLAND,118800
-116.95,33.97,14,"{total_rooms: 5320, total_bedrooms: 974 }",1947,843,3.1393,INLAND,116300
-116.97,33.96,12,"{total_rooms: 5876, total_bedrooms: 1222 }",2992,1151,2.4322,INLAND,112100
-117.11,33.98,25,"{total_rooms: 1254, total_bedrooms: 312 }",715,301,2.7344,INLAND,149000
-117.02,33.95,5,"{total_rooms: 1822, total_bedrooms: 367 }",798,313,2.8783,INLAND,105200
-117.03,33.89,6,"{total_rooms: 78, total_bedrooms: 11 }",27,10,3.125,INLAND,187500
-116.96,33.94,22,"{total_rooms: 1999, total_bedrooms: 497 }",1304,479,1.4063,INLAND,81900
-116.99,33.92,26,"{total_rooms: 503, total_bedrooms: 69 }",293,59,3.7083,INLAND,147500
-116.86,33.97,11,"{total_rooms: 658, total_bedrooms: 131 }",376,120,2.3977,INLAND,58000
-116.79,33.99,16,"{total_rooms: 319, total_bedrooms: 68 }",212,67,1.4688,INLAND,90000
-116.77,33.92,19,"{total_rooms: 2307, total_bedrooms: 525 }",1266,437,1.6875,INLAND,63000
-116.81,33.9,17,"{total_rooms: 2009, total_bedrooms: 469 }",820,381,1.3286,INLAND,81800
-116.89,33.86,2,"{total_rooms: 6900, total_bedrooms: 1238 }",1950,980,3.0417,INLAND,146300
-116.95,33.86,1,"{total_rooms: 6, total_bedrooms: 2 }",8,2,1.625,INLAND,55000
-116.86,33.84,18,"{total_rooms: 521, total_bedrooms: 118 }",174,74,2.7788,INLAND,91100
-116.98,33.94,27,"{total_rooms: 3459, total_bedrooms: 640 }",1760,654,3.4545,INLAND,89800
-116.98,33.93,40,"{total_rooms: 2277, total_bedrooms: 498 }",1391,453,1.9472,INLAND,73200
-116.97,33.94,29,"{total_rooms: 3197, total_bedrooms: 632 }",1722,603,3.0432,INLAND,91200
-116.97,33.93,29,"{total_rooms: 2793, total_bedrooms: 722 }",1583,626,1.424,INLAND,73200
-116.98,33.93,33,"{total_rooms: 376, total_bedrooms: 83 }",267,88,2.1581,INLAND,68300
-116.9,33.98,30,"{total_rooms: 3915, total_bedrooms: 672 }",1820,643,3.6339,INLAND,98600
-116.93,33.93,13,"{total_rooms: 7804, total_bedrooms: 1594 }",3297,1469,2.0549,INLAND,95600
-116.89,33.93,29,"{total_rooms: 4549, total_bedrooms: 916 }",2494,912,2.0976,INLAND,72600
-116.88,33.93,37,"{total_rooms: 1495, total_bedrooms: 429 }",865,342,1.2188,INLAND,55000
-116.9,33.93,34,"{total_rooms: 3183, total_bedrooms: 738 }",1820,647,2.2321,INLAND,71800
-116.91,34,18,"{total_rooms: 553, total_bedrooms: 100 }",215,82,5.5,INLAND,193800
-116.87,33.94,35,"{total_rooms: 4448, total_bedrooms: 906 }",2736,843,2.218,INLAND,73400
-116.87,33.93,32,"{total_rooms: 3141, total_bedrooms: 812 }",2589,721,1.4556,INLAND,54600
-116.87,33.91,37,"{total_rooms: 1858, total_bedrooms: 361 }",1632,310,2.7536,INLAND,73100
-116.89,33.92,10,"{total_rooms: 2653, total_bedrooms: 621 }",1967,598,2.6643,INLAND,81000
-116.75,33.83,16,"{total_rooms: 5277, total_bedrooms: 1070 }",657,276,3.3333,INLAND,143400
-116.8,33.8,35,"{total_rooms: 324, total_bedrooms: 63 }",158,39,3.4167,INLAND,100000
-116.71,33.75,25,"{total_rooms: 10665, total_bedrooms: 2161 }",1874,852,3.0625,INLAND,150500
-116.68,33.71,21,"{total_rooms: 3460, total_bedrooms: 711 }",658,255,3.5882,INLAND,161100
-116.74,33.62,11,"{total_rooms: 2385, total_bedrooms: 661 }",682,242,2.9141,INLAND,214300
-116.8,33.52,3,"{total_rooms: 830, total_bedrooms: 145 }",272,104,3.8281,INLAND,163500
-116.89,33.48,14,"{total_rooms: 1016, total_bedrooms: 219 }",443,169,2.8071,INLAND,137500
-116.87,33.57,12,"{total_rooms: 1153, total_bedrooms: 265 }",446,195,3.038,INLAND,128100
-116.72,33.56,13,"{total_rooms: 3166, total_bedrooms: 682 }",1250,475,2.355,INLAND,122900
-116.48,33.61,8,"{total_rooms: 1294, total_bedrooms: 272 }",457,199,2.9167,INLAND,115300
-116.57,33.64,10,"{total_rooms: 489, total_bedrooms: 82 }",183,74,6.2702,INLAND,345500
-116.76,33.46,6,"{total_rooms: 1251, total_bedrooms: 268 }",544,216,3.0694,INLAND,173400
-116.42,33.51,26,"{total_rooms: 186, total_bedrooms: 48 }",102,39,2.5625,INLAND,103100
-116.6,33.49,16,"{total_rooms: 3730, total_bedrooms: 827 }",1346,592,2.183,INLAND,113500
-116.69,33.5,13,"{total_rooms: 1187, total_bedrooms: 255 }",442,179,1.9107,INLAND,155700
-116.39,33.82,15,"{total_rooms: 11115, total_bedrooms: 2257 }",4122,1653,2.7219,INLAND,74400
-116.71,33.94,12,"{total_rooms: 549, total_bedrooms: 109 }",209,90,3.0208,INLAND,66300
-116.51,33.89,21,"{total_rooms: 1284, total_bedrooms: 306 }",537,233,1.95,INLAND,61000
-116.61,33.93,35,"{total_rooms: 321, total_bedrooms: 71 }",157,61,2.8056,INLAND,68100
-116.57,33.94,29,"{total_rooms: 551, total_bedrooms: 166 }",224,107,1.1917,INLAND,50000
-116.57,34,20,"{total_rooms: 260, total_bedrooms: 67 }",69,50,3.5208,INLAND,76600
-116.44,33.93,17,"{total_rooms: 5293, total_bedrooms: 1266 }",1201,599,1.6849,INLAND,88400
-116.36,33.88,11,"{total_rooms: 12557, total_bedrooms: 3098 }",2453,1232,1.7844,INLAND,78500
-116.52,33.97,13,"{total_rooms: 3921, total_bedrooms: 754 }",1902,665,3.3616,INLAND,89600
-116.51,33.96,16,"{total_rooms: 4913, total_bedrooms: 1395 }",2518,1132,1.4665,INLAND,61100
-116.53,33.95,18,"{total_rooms: 2990, total_bedrooms: 648 }",1280,532,2.625,INLAND,68200
-116.5,33.95,10,"{total_rooms: 7249, total_bedrooms: 1882 }",4274,1621,1.6983,INLAND,66600
-116.51,33.94,12,"{total_rooms: 3369, total_bedrooms: 780 }",1315,584,1.7388,INLAND,66000
-116.48,33.96,11,"{total_rooms: 1381, total_bedrooms: 300 }",644,248,2.3382,INLAND,89400
-116.47,33.94,18,"{total_rooms: 2233, total_bedrooms: 471 }",919,388,3.2578,INLAND,85200
-116.48,33.94,10,"{total_rooms: 3254, total_bedrooms: 913 }",923,486,1.8,INLAND,81000
-116.5,33.98,5,"{total_rooms: 4332, total_bedrooms: 868 }",1420,567,4.0417,INLAND,146400
-116.51,33.84,16,"{total_rooms: 980, total_bedrooms: 193 }",454,185,4.0729,INLAND,100000
-116.63,33.89,22,"{total_rooms: 1540, total_bedrooms: 364 }",610,268,1.5227,INLAND,71000
-116.52,33.84,17,"{total_rooms: 4465, total_bedrooms: 859 }",853,445,3.6875,INLAND,130400
-116.54,33.87,16,"{total_rooms: 3648, total_bedrooms: 1035 }",1687,581,1.9167,INLAND,70400
-116.57,33.84,18,"{total_rooms: 7962, total_bedrooms: 1652 }",2009,921,3.3897,INLAND,230200
-116.53,33.85,16,"{total_rooms: 10077, total_bedrooms: 2186 }",3048,1337,2.9647,INLAND,110900
-116.55,33.84,28,"{total_rooms: 2992, total_bedrooms: 562 }",676,346,5.7613,INLAND,500001
-116.53,33.84,28,"{total_rooms: 8399, total_bedrooms: 1839 }",3470,1340,2.5885,INLAND,159000
-116.52,33.85,13,"{total_rooms: 7559, total_bedrooms: 1444 }",3189,1105,3.4886,INLAND,112500
-116.5,33.82,16,"{total_rooms: 343, total_bedrooms: 85 }",29,14,2.1042,INLAND,87500
